Table	Duration	Birth	Death	LastKnownVersion	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
address	16	0	16	16	11	11	11	1	3	1	0.19	0.06	3	10	1	11
category	16	0	16	16	6	6	6	1	2	1	0.12	0.06	2	10	1	11
category_description	16	0	16	16	3	4	3.31	1.33	1	1	0.06	0.06	1	10	1	11
country	16	0	16	16	5	5	5	1	1	1	0.06	0.06	1	10	1	11
coupon	16	0	16	16	11	12	11.94	1.09	3	1	0.19	0.06	3	10	1	11
coupon_description	16	0	16	16	4	4	4	1	0	0	0	0		10	0	10
coupon_product	15	1	16	16	3	3	3	1	0	0	0	0		10	0	10
coupon_redeem	14	0	14	14	5	5	5	1	0	0	0	0		10	0	10
currency	16	0	16	16	9	9	9	1	0	0	0	0		10	0	10
customer	16	0	16	16	13	13	13	1	0	0	0	0		10	0	10
download	16	0	16	16	5	5	5	1	0	0	0	0		10	0	10
download_description	16	0	16	16	3	3	3	1	0	0	0	0		10	0	10
extension	16	0	16	16	3	3	3	1	0	0	0	0		10	0	10
geo_zone	16	0	16	16	5	5	5	1	0	0	0	0		10	0	10
image	1	0	0	0	3	3	3	1	0	0	0	0		10	0	10
image_description	1	0	0	0	3	3	3	1	0	0	0	0		10	0	10
information	16	0	16	16	2	2	2	1	0	0	0	0		10	0	10
information_description	16	0	16	16	4	4	4	1	0	0	0	0		10	0	10
language	16	0	16	16	9	9	9	1	0	0	0	0		10	0	10
manufacturer	16	0	16	16	4	4	4	1	2	1	0.12	0.06	2	10	1	11
newsletter	1	0	0	0	5	5	5	1	0	0	0	0		10	0	10
oc_address	145	17	-	166	11	11	11.99	1	5	3	0.03	0.02	1.67	20	1	21
oc_affiliate	132	35	-	166	30	31	30.77	1.03	5	4	0.04	0.03	1.25	20	1	21
oc_affiliate_transaction	132	35	-	166	6	6	6	1	3	3	0.02	0.02	1	20	1	21
oc_attribute	132	35	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_attribute_description	132	35	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_attribute_group	132	35	-	166	2	2	2	1	0	0	0	0		20	0	20
oc_attribute_group_description	132	35	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_banner	132	35	-	166	3	3	3	1	1	1	0.01	0.01	1	20	1	21
oc_banner_image	132	35	-	166	4	5	4.11	1.25	1	1	0.01	0.01	1	20	1	21
oc_banner_image_description	132	35	-	166	4	4	4	1	0	0	0	0		20	0	20
oc_category	145	17	-	166	7	9	8.92	1.29	11	6	0.08	0.04	1.83	20	1	21
oc_category_description	145	17	-	166	5	6	5.95	1.2	5	3	0.03	0.02	1.67	20	1	21
oc_category_filter	50	117	-	166	2	2	2	1	0	0	0	0		20	0	20
oc_category_path	76	91	-	166	3	3	3	1	2	1	0.03	0.01	2	20	1	21
oc_category_to_layout	132	35	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_category_to_store	144	23	-	166	2	2	2	1	0	0	0	0		20	0	20
oc_country	145	17	-	166	5	7	6.9	1.4	5	4	0.03	0.03	1.25	20	1	21
oc_coupon	145	17	-	166	12	14	13.9	1.17	8	4	0.06	0.03	2	20	1	21
oc_coupon_category	82	85	-	166	2	2	2	1	0	0	0	0		20	0	20
oc_coupon_description	13	17	34	34	4	4	4	1	0	0	0	0		10	0	10
oc_coupon_history	132	35	-	166	6	6	6	1	2	2	0.02	0.02	1	20	1	21
oc_coupon_product	145	17	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_currency	145	17	-	166	9	9	9	1	1	1	0.01	0.01	1	20	1	21
oc_custom_field	65	102	-	166	6	7	6.58	1.17	5	5	0.08	0.08	1	20	1	21
oc_custom_field_customer_group	49	118	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_custom_field_description	65	102	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_custom_field_to_customer_group	65	102	-	166	2	2	2	1	0	0	0	0		20	0	20
oc_custom_field_value	65	102	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_custom_field_value_description	65	102	-	166	4	4	4	1	0	0	0	0		20	0	20
oc_customer	145	17	-	166	13	19	18.32	1.46	10	7	0.07	0.05	1.43	20	1	21
oc_customer_activity	2	165	-	166	5	5	5	1	0	0	0	0		20	0	20
oc_customer_ban_ip	60	107	-	166	2	2	2	1	0	0	0	0		20	0	20
oc_customer_field	65	102	-	166	6	6	6	1	1	1	0.02	0.02	1	20	1	21
oc_customer_group	144	23	-	166	2	3	4.42	1.5	11	2	0.08	0.01	5.5	20	1	21
oc_customer_group_description	109	58	-	166	4	4	4	1	1	1	0.01	0.01	1	20	1	21
oc_customer_history	66	101	-	166	4	4	4	1	1	1	0.02	0.02	1	20	1	21
oc_customer_ip	132	35	-	166	4	4	4	1	1	1	0.01	0.01	1	20	1	21
oc_customer_ip_blacklist	49	58	106	106	2	2	2	1	1	1	0.02	0.02	1	10	1	11
oc_customer_online	109	58	-	166	5	5	5	1	3	2	0.03	0.02	1.5	20	1	21
oc_customer_reward	132	35	-	166	6	6	6	1	1	1	0.01	0.01	1	20	1	21
oc_customer_transaction	132	35	-	166	6	6	6	1	3	3	0.02	0.02	1	20	1	21
oc_download	145	17	-	166	5	5	5	1	0	0	0	0		20	0	20
oc_download_description	145	17	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_extension	145	17	-	166	3	3	3	1	2	1	0.01	0.01	2	20	1	21
oc_filter	83	84	-	166	2	3	2.86	1.5	1	1	0.01	0.01	1	20	1	21
oc_filter_description	83	84	-	166	3	4	3.86	1.33	1	1	0.01	0.01	1	20	1	21
oc_filter_group	71	96	-	166	2	2	2	1	0	0	0	0		20	0	20
oc_filter_group_description	71	96	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_filter_group_to_category	21	96	116	116	2	2	2	1	0	0	0	0		10	0	10
oc_filter_value	12	84	95	95	3	3	3	1	0	0	0	0		10	0	10
oc_filter_value_description	12	84	95	95	4	4	4	1	0	0	0	0		10	0	10
oc_geo_zone	145	17	-	166	5	5	5	1	0	0	0	0		20	0	20
oc_information	145	17	-	166	3	4	3.72	1.33	3	3	0.02	0.02	1	20	1	21
oc_information_description	145	17	-	166	4	4	4	1	1	1	0.01	0.01	1	20	1	21
oc_information_to_layout	132	35	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_information_to_store	144	23	-	166	2	2	2	1	0	0	0	0		20	0	20
oc_language	145	17	-	166	9	9	9	1	1	1	0.01	0.01	1	20	1	21
oc_layout	132	35	-	166	2	2	2	1	0	0	0	0		20	0	20
oc_layout_route	132	35	-	166	4	4	4	1	0	0	0	0		20	0	20
oc_length_class	144	23	-	166	2	2	2	1	0	0	0	0		20	0	20
oc_length_class_description	144	23	-	166	4	4	4	1	0	0	0	0		20	0	20
oc_location	28	139	-	166	12	12	12	1	7	3	0.25	0.11	2.33	20	2	22
oc_manufacturer	145	17	-	166	5	4	4.01	0.8	0	0	0	0		20	0	20
oc_manufacturer_to_store	144	23	-	166	2	2	2	1	0	0	0	0		20	0	20
oc_marketing	12	155	-	166	6	6	6	1	2	1	0.17	0.08	2	20	1	21
oc_modification	21	146	-	166	7	9	8.62	1.29	5	3	0.24	0.14	1.67	20	1	21
oc_option	132	35	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_option_description	132	35	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_option_value	132	35	-	166	3	4	3.83	1.33	1	1	0.01	0.01	1	20	1	21
oc_option_value_description	132	35	-	166	4	4	4	1	0	0	0	0		20	0	20
oc_order	145	17	-	166	40	58	55.83	1.45	40	13	0.28	0.09	3.08	20	2	22
oc_order_download	145	17	-	166	7	7	7	1	0	0	0	0		20	0	20
oc_order_field	65	102	-	166	6	6	6	1	1	1	0.02	0.02	1	20	1	21
oc_order_fraud	109	58	-	166	53	53	53	1	2	1	0.02	0.01	2	20	1	21
oc_order_history	145	17	-	166	6	6	6	1	2	2	0.01	0.01	1	20	1	21
oc_order_misc	10	58	68	68	3	3	3	1	0	0	0	0		10	0	10
oc_order_option	145	17	-	166	7	8	7.99	1.14	6	2	0.04	0.01	3	20	1	21
oc_order_product	145	17	-	166	10	10	9.77	1	10	6	0.07	0.04	1.67	20	1	21
oc_order_status	145	17	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_order_total	145	17	-	166	6	7	6.91	1.17	3	3	0.02	0.02	1	20	1	21
oc_order_total_klarna	6	110	115	115	2	2	2	1	1	1	0.17	0.17	1	10	1	11
oc_order_voucher	109	58	-	166	12	12	12	1	3	3	0.03	0.03	1	20	1	21
oc_product	145	17	-	166	18	31	29.58	1.72	26	12	0.18	0.08	2.17	20	2	22
oc_product_attribute	132	35	-	166	4	4	4	1	1	1	0.01	0.01	1	20	1	21
oc_product_description	145	17	-	166	5	7	6.7	1.4	6	4	0.04	0.03	1.5	20	1	21
oc_product_discount	145	17	-	166	4	8	7.97	2	2	2	0.01	0.01	1	20	1	21
oc_product_featured	7	28	34	34	1	1	1	1	0	0	0	0		10	0	10
oc_product_filter	83	84	-	166	2	2	2.13	1	2	2	0.02	0.02	1	20	1	21
oc_product_image	145	17	-	166	3	4	3.75	1.33	1	1	0.01	0.01	1	20	1	21
oc_product_option	145	17	-	166	3	5	4.82	1.67	8	4	0.06	0.03	2	20	1	21
oc_product_option_description	13	17	34	34	4	4	4	1	0	0	0	0		10	0	10
oc_product_option_value	145	17	-	166	6	13	12.54	2.17	13	4	0.09	0.03	3.25	20	1	21
oc_product_option_value_description	13	17	34	34	4	4	4	1	0	0	0	0		10	0	10
oc_product_related	145	17	-	166	2	2	2	1	0	0	0	0		20	0	20
oc_product_reward	132	35	-	166	4	4	4	1	0	0	0	0		20	0	20
oc_product_special	145	17	-	166	5	7	6.99	1.4	2	2	0.01	0.01	1	20	1	21
oc_product_tag	24	35	58	58	4	4	4	1	0	0	0	0		10	0	10
oc_product_tags	7	28	34	34	3	3	3	1	0	0	0	0		10	0	10
oc_product_to_category	145	17	-	166	2	2	2	1	0	0	0	0		20	0	20
oc_product_to_download	145	17	-	166	2	2	2	1	0	0	0	0		20	0	20
oc_product_to_layout	132	35	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_product_to_store	144	23	-	166	2	2	2	1	0	0	0	0		20	0	20
oc_return	132	35	-	166	12	19	17.78	1.58	8	2	0.06	0.02	4	20	1	21
oc_return_action	132	35	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_return_history	132	35	-	166	6	6	6	1	2	2	0.02	0.02	1	20	1	21
oc_return_product	23	35	57	57	10	10	10	1	1	1	0.04	0.04	1	10	1	11
oc_return_reason	132	35	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_return_status	132	35	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_review	145	17	-	166	9	9	9	1	2	2	0.01	0.01	1	20	1	21
oc_setting	145	17	-	166	4	6	5.71	1.5	3	3	0.02	0.02	1	20	1	21
oc_stock_status	145	17	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_store	144	23	-	166	39	4	6.99	0.1	42	5	0.29	0.03	8.4	20	2	22
oc_store_description	12	23	34	34	3	3	3	1	0	0	0	0		10	0	10
oc_tax_class	145	17	-	166	5	5	5	1	0	0	0	0		20	0	20
oc_tax_rate	145	17	-	166	8	7	7.25	0.88	8	3	0.06	0.02	2.67	20	1	21
oc_tax_rate_to_customer_group	109	58	-	166	2	2	2	1	0	0	0	0		20	0	20
oc_tax_rule	109	58	-	166	5	5	5	1	0	0	0	0		20	0	20
oc_url_alias	145	17	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_user	145	17	-	166	10	13	11.66	1.3	7	7	0.05	0.05	1	20	1	21
oc_user_group	145	17	-	166	3	3	3	1	1	1	0.01	0.01	1	20	1	21
oc_voucher	132	35	-	166	12	12	12	1	8	6	0.06	0.05	1.33	20	1	21
oc_voucher_history	130	37	-	166	6	5	5.02	0.83	3	3	0.02	0.02	1	20	1	21
oc_voucher_theme	130	37	-	166	2	2	2	1	0	0	0	0		20	0	20
oc_voucher_theme_description	130	37	-	166	3	3	3	1	0	0	0	0		20	0	20
oc_weight_class	145	17	-	166	4	2	2.01	0.5	0	0	0	0		20	0	20
oc_weight_class_description	144	23	-	166	4	4	4	1	0	0	0	0		20	0	20
oc_weight_rule	1	17	17	17	3	3	3	1	0	0	0	0		10	0	10
oc_zone	145	17	-	166	4	5	4.96	1.25	2	2	0.01	0.01	1	20	1	21
oc_zone_to_geo_zone	145	17	-	166	6	6	6	1	0	0	0	0		20	0	20
opencart_address	5	18	22	22	11	11	11	1	0	0	0	0		10	0	10
opencart_category	5	18	22	22	6	6	6	1	0	0	0	0		10	0	10
opencart_category_description	5	18	22	22	5	5	5	1	1	1	0.2	0.2	1	10	1	11
opencart_country	5	18	22	22	5	5	5	1	0	0	0	0		10	0	10
opencart_coupon	5	18	22	22	12	13	12.4	1.08	1	1	0.2	0.2	1	10	1	11
opencart_coupon_description	5	18	22	22	4	4	4	1	0	0	0	0		10	0	10
opencart_coupon_product	5	18	22	22	3	3	3	1	0	0	0	0		10	0	10
opencart_currency	5	18	22	22	9	9	9	1	0	0	0	0		10	0	10
opencart_customer	5	18	22	22	13	14	13.8	1.08	1	1	0.2	0.2	1	10	1	11
opencart_customer_group	4	19	22	22	2	2	2	1	0	0	0	0		10	0	10
opencart_download	5	18	22	22	5	5	5	1	0	0	0	0		10	0	10
opencart_download_description	5	18	22	22	3	3	3	1	0	0	0	0		10	0	10
opencart_extension	5	18	22	22	3	3	3	1	0	0	0	0		10	0	10
opencart_geo_zone	5	18	22	22	5	5	5	1	0	0	0	0		10	0	10
opencart_information	5	18	22	22	2	2	2	1	0	0	0	0		10	0	10
opencart_information_description	5	18	22	22	4	4	4	1	0	0	0	0		10	0	10
opencart_language	5	18	22	22	9	9	9	1	0	0	0	0		10	0	10
opencart_manufacturer	5	18	22	22	4	4	4	1	0	0	0	0		10	0	10
opencart_measurement_class	4	19	22	22	4	4	4	1	0	0	0	0		10	0	10
opencart_measurement_rule	4	19	22	22	3	3	3	1	0	0	0	0		10	0	10
opencart_order	5	18	22	22	40	44	41.6	1.1	4	1	0.8	0.2	4	10	1	11
opencart_order_download	5	18	22	22	7	7	7	1	0	0	0	0		10	0	10
opencart_order_history	5	18	22	22	6	6	6	1	0	0	0	0		10	0	10
opencart_order_option	5	18	22	22	7	8	7.4	1.14	1	1	0.2	0.2	1	10	1	11
