RepositoryID;EventType;FinishedAt;Number;State;Result;Branch;Duration;CommitID;Message;StartedAt
1671056;push;2017-01-17T16:52:03Z;1163;finished;0;master;1996;704e7dfbb5cdf2f95e37cfd7e8c9ee61493d2487;"Merge pull request #176 from thomasmaurel/annual_copyright_updater  Made the assumption that all the EBI copyright would start by 2016 bu…";2017-01-17T16:30:38Z
1671056;pull_request;2017-01-17T16:28:26Z;1162;finished;0;master;1982;7e59e5836df112f9bc080dd3e66857ac7b737a31;"Made the assumption that all the EBI copyright would start by 2016 but it's not the case for the Ensembl genomes repos. Now updated regex to be more generic";2017-01-17T16:09:10Z
1671056;push;2017-01-17T13:30:53Z;1161;finished;0;master;2068;fa69e5e67133510a5caaf9315ca48d327d2a2352;"ignore CLEAN files";2017-01-17T13:11:05Z
1671056;push;2017-01-17T12:15:05Z;1160;finished;1;master;2054;bb44bda710327b10470a14aa19ef9db38d4c6d5a;"add missing licences";2017-01-17T11:58:00Z
1671056;push;2017-01-17T11:25:45Z;1159;finished;1;master;1966;9044209d2b0d01da66e03c9df72a33e164deeebc;"Added test script to check for Apache license and Copyright year - Taken from ensembl-compara/";2017-01-17T11:07:37Z
1671056;pull_request;2017-01-12T16:32:07Z;1158;finished;0;STABLE_ID_LOOKUP_ENSCORESW-1849;2035;b7a29c4c37c8a1c01d3bf5ab48ab8386e0cec248;"Update help message";2017-01-12T16:13:06Z
1671056;push;2017-01-09T12:25:08Z;1157;finished;0;master;1965;8fbe0b4160fa2a35d2948ce0f3fedea601310d00;"identify type of accession before using lookup";2017-01-09T12:06:30Z
1671056;push;2017-01-06T17:02:47Z;1156;finished;0;master;2072;5eb86af2b0e34c5d1d1148c6d2d5edb320eee65d;"Merge pull request #174 from gnaamati/master  making seq_region name longer";2017-01-06T16:43:29Z
1671056;pull_request;2017-01-06T11:33:13Z;1155;finished;0;master;1967;6f30803510cf001e4d67cecd8944dacfe72e9bef;"seq_region name should be varchar(255)";2017-01-06T11:14:46Z
1671056;push;2017-01-06T10:29:49Z;1154;finished;0;master;1999;67adee5ee053091f01b6a9d9dac419902d3468f8;"Merge pull request #172 from thomasmaurel/annual_copyright_updater  Updating script to be able to update the EBI Copyright every year. No…";2017-01-06T10:11:06Z
1671056;pull_request;2017-01-06T10:16:39Z;1153;finished;1;master;1929;61fbc153c60d48053b50b1cd1c2d9edaffabb7de;"added update to meta table for patch_87_88.b";2017-01-06T09:59:18Z
1671056;pull_request;2017-01-05T17:30:17Z;1152;finished;1;master;1960;4270009e41583e923e1fec3441eda6d1abf703b5;"Changed name size for table seq_region";2017-01-05T17:10:32Z
1671056;pull_request;2017-01-05T17:24:41Z;1151;finished;1;master;1941;ded610edb192db25575ba9ec49a8a32f84ee7fd7;"making seq_region name longer";2017-01-05T17:06:15Z
1671056;pull_request;2017-01-05T16:32:13Z;1150;finished;0;release/87;2010;019d6ff21ce43e30d25aae91deaeb5d79d16aa97;"patch for seq_region";2017-01-05T16:14:06Z
1671056;push;2017-01-05T14:24:47Z;1149;finished;0;master;1936;b852ba51d56708428ed02121143bece3d9c3ed49;"patch dbs for release 88";2017-01-05T14:06:47Z
1671056;push;2017-01-05T14:18:55Z;1148;finished;0;feature/xrefs_88;2001;b852ba51d56708428ed02121143bece3d9c3ed49;"patch dbs for release 88";2017-01-05T14:00:36Z
1671056;push;2017-01-05T13:59:50Z;1147;finished;1;master;1892;9f01e3e6eb9133a37b2a9ceb0f7386c3a7b00ec4;"update ontology for release 88";2017-01-05T13:38:21Z
1671056;push;2017-01-05T13:49:07Z;1146;finished;1;master;2060;f90ea460eb3aedeb232bc0c2bf6f14877735c3bc;"start release 88";2017-01-05T13:31:49Z
1671056;pull_request;2017-01-04T16:20:52Z;1145;finished;0;master;1915;b6f37f3310322fcae0ee9c38523f8e660f2bf321;"Fixed bug where script was not properly replacing date in anything different than a POD block";2017-01-04T16:03:07Z
1671056;pull_request;2017-01-04T15:59:06Z;1144;finished;0;master;2043;0121df8ab0e1c46d4a6a35577b87d9c11754f364;"Updating script to be able to update the EBI Copyright every year. Now excluding the .git directory from the file search as this was corrupting the git repos";2017-01-04T15:39:58Z
1671056;push;2017-01-04T11:14:37Z;1143;finished;0;master;1969;8d91a4e0bf620fb833e75be63c5dba34ae894ff7;"Merge pull request #171 from Ensembl/ENSCORESW-2089  Updated documentation for map_coordinates - ENSCORESW-2089";2017-01-04T10:56:32Z
1671056;pull_request;2017-01-04T10:39:36Z;1142;finished;0;master;1956;8b08bb6f6433088c31824ef867bbf8ca4af27b4c;"Updated documentation for map_coordinates - ENSCORESW-2089";2017-01-04T10:20:43Z
1671056;push;2017-01-04T10:38:06Z;1141;finished;0;ENSCORESW-2089;2186;a75b86b9aa6c9177e6d7cede3ca8a9e0ba4480b4;"Updated documentation for map_coordinates - ENSCORESW-2089";2017-01-04T10:16:41Z
1671056;pull_request;2016-12-17T13:21:24Z;1140;finished;1;master;1918;14e9c842f0166a48307b9d73ce6a931543acc337;"87->88  Is it really this simple? I'm doing this to run the peptide compara pipeline, which uses the ensembl release version deeply.";2016-12-17T13:04:19Z
1671056;push;2016-12-15T11:44:31Z;1139;finished;0;master;1969;55a6baea878ce45efaffc3e56ce0d3ab765fc7c3;"Merge pull request #168 from Ensembl/ENSCORESW-1971  Enscoresw 1971 transl_table qualifier added to genbank and embl flat file dumps";2016-12-15T11:22:28Z
1671056;push;2016-12-15T11:40:00Z;1138;finished;0;master;2271;45ea16c439dc2a1188e0c982f357170e3c11948a;"Merge pull request #166 from Ensembl/ENSCORESW-1995  Added abstract method _tables implementation to TranslationAdaptor as…";2016-12-15T11:20:17Z
1671056;push;2016-12-13T16:09:36Z;1137;finished;0;master;2030;f05368cc407d6e85b502a8d0feced3497186a664;"Merge pull request #169 from Ensembl/ENSCORESW-2003  Updates to add projection parent as attributes in gtf and gff dumps -…";2016-12-13T15:51:16Z
1671056;pull_request;2016-12-13T15:47:53Z;1136;finished;0;master;1978;a24e0aff1ee1f9fcc0a0c44464ce50d35b3d6890;"Updates to add projection parent as attributes in gtf and gff dumps - ENSCORESW-2003";2016-12-13T15:29:43Z
1671056;push;2016-12-13T15:23:25Z;1135;finished;0;ENSCORESW-2003;1915;428d8859dd510320ae4185e942cd6d6207278311;"Updates to add projection parent as attributes in gtf and gff dumps - ENSCORESW-2003";2016-12-13T15:05:58Z
1671056;pull_request;2016-12-09T15:32:44Z;1134;finished;0;master;2024;17a1f72835fc2ee639e765534ec96506d990cfe0;"Further updates to include transl_table in flat files - changed method call to _get_codon_table_id - ENSCORESW-1971";2016-12-09T15:06:03Z
1671056;push;2016-12-09T15:24:07Z;1133;finished;0;ENSCORESW-1971;1955;6a9b33750092590c3cb31603a11587c81d696bae;"Further updates to include transl_table in flat files - changed method call to _get_codon_table_id - ENSCORESW-1971";2016-12-09T15:05:48Z
1671056;pull_request;2016-12-09T14:48:27Z;1132;finished;0;master;1966;e89ba9bf28351fab70102e93ff8a90eb0d954ad8;"Added transl_table qualifier to genbank and embl flat file dumps - ENSCORESW-1971";2016-12-09T14:30:00Z
1671056;push;2016-12-09T14:40:06Z;1131;finished;0;ENSCORESW-1971;2027;0cdc48aa417b3aedca8b6a22c69a1220e6a6e5dc;"Added transl_table qualifier to genbank and embl flat file dumps - ENSCORESW-1971";2016-12-09T14:22:11Z
1671056;push;2016-12-09T11:51:55Z;1130;finished;0;master;1893;be61b7c2181097ad33610eac095c24a4cb9a0344;"For MySQL version 5.6 and above,  FLUSH TABLES is not permitted when there is an active READ LOCK. Added new code to run a FLUSH WITH READ LOCK for MySQL version 5.6 and above";2016-12-09T11:34:20Z
1671056;push;2016-12-08T14:00:26Z;1129;finished;0;master;2037;a1098db4c5991b2e6c2c0f2c4fed6b6f96d1ff6c;"Updated script to work on both the EBI and Sanger MySQL servers";2016-12-08T13:42:20Z
1671056;pull_request;2016-11-30T10:36:08Z;1128;finished;0;master;2092;1a478de485c2c456a42142fb01afc2f7dd14fca8;"Added an option in BaseAdaptor to define the column of the dbID  It defaults to ${table_name}_id";2016-11-30T10:16:13Z
1671056;push;2016-11-29T11:05:57Z;1127;finished;0;master;1960;c46395943ea3d8fa0f5427938486435e06c6d83d;"store annotation source in info_text for GO";2016-11-29T10:47:41Z
1671056;push;2016-11-24T15:18:58Z;1126;finished;0;master;2191;64bdf0ea308927bb8b56e0b9554f1580503d5540;"Merge pull request #165 from Ensembl/ENSCORESW-2003  Updates to include projection parent id in GTF dumps - attribute code…";2016-11-24T15:00:36Z
1671056;pull_request;2016-11-24T13:37:35Z;1125;finished;0;master;2013;63b15043e9c4626b1005f8bbcf832186bba0dda9;"Added abstract method _tables implementation to TranslationAdaptor as needed by generic_count in BaseAdaptor - ENSCORESW-1995";2016-11-24T13:19:20Z
1671056;pull_request;2016-11-24T13:30:26Z;1124;finished;0;master;2067;46633e28dc6b401eb21aa61e67209d4bb27937a9;"Updates to include projection parent id in GTF dumps - attribute codes proj_parent_g, proj_parent_t added to the dumps if available - ENSCORESW-2003";2016-11-24T13:10:51Z
1671056;push;2016-11-24T13:24:10Z;1123;finished;0;ENSCORESW-1995;2041;0845552ae2844b8ec2846be9c1c0daaae3a6842e;"Added abstract method _tables implementation to TranslationAdaptor as needed by generic_count in BaseAdaptor - ENSCORESW-1995";2016-11-24T13:05:49Z
1671056;push;2016-11-22T10:57:21Z;1122;finished;0;release/87;2030;f547798ad90427ec9e430eed58ec6baf4dfb3d6d;"Merge pull request #164 from danstaines/master  added multi-species database support";2016-11-22T10:37:17Z
1671056;push;2016-11-21T16:09:55Z;1121;finished;0;master;2219;f547798ad90427ec9e430eed58ec6baf4dfb3d6d;"Merge pull request #164 from danstaines/master  added multi-species database support";2016-11-21T15:49:29Z
1671056;push;2016-11-18T17:34:55Z;1120;finished;0;ENSCORESW-2003;2539;229316af9896a0050bf6b8df664416ba4c1087d4;"Updates to include projection parent id in GTF dumps - attribute codes proj_parent_g, proj_parent_t added to the dumps if available - ENSCORESW-2003";2016-11-18T17:16:31Z
1671056;pull_request;2016-11-16T13:48:37Z;1119;finished;0;master;1891;aa11169da3e4c6d07256c3485cb3e5d7241e7b1d;"added multi-species database support";2016-11-16T13:31:04Z
1671056;push;2016-11-16T12:06:22Z;1118;finished;0;master;1883;3bb80640afcbb1cadc0d19fc11140dbb73582e6a;"[ENSCORESW-2020] Add stain to karyotype summary hash for REST API use";2016-11-16T11:48:51Z
1671056;push;2016-11-11T14:07:15Z;1117;finished;0;master;2095;2c404bc1ee06121131ae153d92138c31b337c5c0;"Merge pull request #159 from khowe/master  Fixed bug in set_gene_descriptions where filtered descriptions were b…";2016-11-11T13:46:59Z
1671056;push;2016-11-11T09:57:28Z;1116;finished;0;master;1935;e918a71f446b1a425045cdd87186c219814af45a;"ENSCORESW-2002: allow more mappings";2016-11-11T09:38:54Z
1671056;push;2016-11-09T16:30:24Z;1115;finished;0;master;2207;8e4b069ccf57da4cc7400f460fc4b9f59b8f4bfb;"Correct SO term for karyotype band, as opposed to pale bit between bands described by SO:0000450.";2016-11-09T16:09:28Z
1671056;push;2016-11-09T15:12:34Z;1114;finished;0;master;2191;e0d22d889ba5117d77a965be24ef6df033644fbe;"[ENSCORESW-2013] Supply missing SO term mapping for Karyotype Bands.";2016-11-09T14:52:49Z
1671056;push;2016-11-09T11:40:17Z;1113;finished;0;master;2125;3a3c2e0418fa14f8f9c3f39cfa4e27162c27df68;"Merge pull request #163 from Ensembl/ENSCORESW-1844  Enscoresw 1844 - allow SliceAdaptor to consider negative coordinates, as well as open-ended ranges";2016-11-09T11:21:11Z
1671056;pull_request;2016-11-07T14:58:58Z;1112;finished;0;master;2117;d202a69280ffade33d6d105ca8bba27271f908d5;"Updated documentation in POD for the routine parse_location_to_values - Further updates to ENSCORESW-1844";2016-11-07T14:34:13Z
1671056;push;2016-11-07T14:55:16Z;1111;finished;0;ENSCORESW-1844;2293;73f531c3b3403fe6700f86bf18b864a50d88dfed;"Updated documentation in POD for the routine parse_location_to_values - Further updates to ENSCORESW-1844";2016-11-07T14:34:05Z
1671056;pull_request;2016-11-07T12:41:53Z;1110;finished;0;master;2177;06a4f0d71cf40b34bf32a1847898d7589c8cf3bc;"Updates to capture and handle negative values in location - ENSCORESW-1844";2016-11-07T12:21:05Z
1671056;push;2016-11-07T12:40:57Z;1109;finished;0;ENSCORESW-1844;2357;91718e0ecc4df0dca89e839a42670b3595039682;"Updates to capture and handle negative values in location - ENSCORESW-1844";2016-11-07T12:16:19Z
1671056;push;2016-11-07T10:01:03Z;1108;finished;1;experimental/ebi_migration;1704;920460332c0ecd49f101c17f6431ac88133de37c;"[ENSCORESW-1997]. Enable mysql local capability for LOAD DATA";2016-11-07T09:43:57Z
1671056;push;2016-11-04T09:42:19Z;1107;finished;0;master;2297;b06252a0d78ab63fd1d21ce102854894a3bc7634;"skip null stable ids in otherfeatures dbs";2016-11-04T09:20:49Z
1671056;push;2016-11-02T14:49:18Z;1106;finished;0;master;2216;b9f4eaa338948718bcbd7bd06d3bf35979a562bd;"Merge pull request #151 from Ensembl/feature/searchbyontologylinkage  Feature/searchbyontologylinkage";2016-11-02T14:29:43Z
1671056;push;2016-11-02T14:23:09Z;1105;finished;0;feature/searchbyontologylinkage;2290;03bb02bbd367446db3642d03b54b546a4b5ddbb0;"Merge branch 'master' into feature/searchbyontologylinkage";2016-11-02T13:52:57Z
1671056;pull_request;2016-11-02T14:16:14Z;1104;finished;0;master;2389;fba30749a627befcac614b68b4dfc71fb3ff4e04;"Merge branch 'master' into feature/searchbyontologylinkage";2016-11-02T13:52:48Z
1671056;push;2016-11-02T11:21:41Z;1103;finished;0;master;2492;1cc3d77c0a64462237e42237677f33b059bc9caa;"Merge pull request #154 from Ensembl/ENSCORESW-1481  Enscoresw 1481 - allow mapper to return original coordinates as well as mapped coordinates in the result";2016-11-02T10:57:34Z
1671056;push;2016-11-02T10:33:53Z;1102;finished;0;ENSCORESW-1481;2226;37bf83ab718f5d8bc53dc94603970fc6fa9d7752;"Changes to include input coordinates in map out - ENSCORESW-1481 - Further formatting updates";2016-11-02T10:07:50Z
1671056;pull_request;2016-11-02T10:23:42Z;1101;finished;0;master;2178;754f9dfdb7dd188119684df4224b851c162091ef;"Changes to include input coordinates in map out - ENSCORESW-1481 - Further formatting updates";2016-11-02T10:04:30Z
1671056;push;2016-10-28T14:45:23Z;1100;finished;0;master;2007;787af0d0a63a71d8ebbb050e208737b5eb75626a;"Merge pull request #162 from thomasmaurel/ontology_db_patch_87  New schema patches to allow the ensembl_ontology schema to work on ne…";2016-10-28T14:27:23Z
1671056;pull_request;2016-10-28T13:40:50Z;1099;finished;0;master;2154;a5cf6f3ef9c772aaf2c6e5430d470bc1a231707d;"New schema patches to allow the ensembl_ontology schema to work on new MySQL servers";2016-10-28T13:21:14Z
1671056;push;2016-10-21T10:00:38Z;1098;finished;0;master;2623;46e776fb7fa8fd1f59d9b56bfc216db681c4607b;"Merge pull request #161 from avullo/feature/enable_local_load_data  [ENSCORESW-1997]. Enable local load data feature at the specific driv…";2016-10-21T09:33:40Z
1671056;push;2016-10-21T07:14:13Z;1097;finished;0;master;2051;8dff7226ca26292b12ee57bb83b22d74768d279e;"Merge pull request #160 from ens-lgil/master  Replace deprecated Variation method";2016-10-21T06:54:01Z
1671056;pull_request;2016-10-20T14:52:58Z;1096;finished;0;master;2369;cb29d5d9df70a0f1675ca102654738ba4dcebd7a;"[ENSCORESW-1997]. Enable local load data feature at the specific driver level.  Unfortunately, creating an appropriate test turns out to be extremely incovenient as one must make sure the underlying DBD::mysql has been compiled against a C library where this feature is turned off.  This approach has been tested at the base class level and it seems to be working, so this is more for: - the team to quickly have a look and make appropriate suggestions; - Andy Y to set up a proper test environment, run a test and confirm, as we've discussed.";2016-10-20T14:32:03Z
1671056;pull_request;2016-10-20T11:13:53Z;1095;finished;0;master;2014;f90b3aa428fb5666dcffb66a96dafb180cb7654f;"Replace deprecated Variation method";2016-10-20T10:55:34Z
